doi,Si,Si_location,Ge,Ge_location,Al,Al_location,OH,OH_location,H2O,H2O_location,HF,HF_location,SDA,SDA_location,B,B_location,Time,Time_location,Temp,Temp_location,SDA Type,SDA Type_location,Extracted,Extracted_location,From?,Page in paper,Train/Test
10.1021/acs.cgd.8b00078,1,Table Column,0.25,Table Column,0.0,Not Present,0.0,Not Present,25.0,Table Column,1.25,Table Column,1.25,Table Column,0.0,Not Present,336.0,Table Caption,170.0,Table Caption,4-dimethylaminopyridine,Page Text,IM-18 + cristobalite,Table Column,Table,2,
10.1021/acs.cgd.8b00078,1,Table Column,0.25,Table Column,0.0,Not Present,0.0,Not Present,3.75,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,336.0,Table Caption,170.0,Table Caption,4-dimethylaminopyridine,Page Text,IM-18 + NON,Table Column,Table,2,
10.1021/acs.cgd.8b00078,1,Table Column,0.25,Table Column,0.0,Not Present,0.0,Not Present,3.75,Table Column,0.312,Table Column,0.625,Table Column,0.0,Not Present,336.0,Table Caption,170.0,Table Caption,4-dimethylaminopyridine,Page Text,IM-18 + cristobalite,Table Column,Table,2,
10.1021/acs.cgd.8b00078,1,Table Column,0.25,Table Column,0.0,Not Present,0.0,Not Present,3.75,Table Column,0.625,Table Column,0.938,Table Column,0.0,Not Present,336.0,Table Caption,170.0,Table Caption,4-dimethylaminopyridine,Page Text,IM-18,Table Column,Table,2,
10.1021/acs.cgd.8b00078,1,Table Column,0.25,Table Column,0.0,Not Present,0.0,Not Present,10.0,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,720.0,Table Caption,170.0,Table Caption,4-dimethylaminopyridine,Page Text,IM-18 + argutite,Table Column,Table,2,
10.1021/acs.cgd.8b00078,1,Table Column,0.25,Table Column,0.0,Not Present,0.0,Not Present,10.0,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,336.0,Table Caption,170.0,Table Caption,4-dimethylaminopyridine,Page Text,IM-18 + argutite + NON,Table Column,Table,2,
10.1039/c7dt03751a,1,Table Column,2.0,Table Column,0.0,Not Present,0.0,Not Present,30.0,Table Column,0.0,Not Present,0.75,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,2.0,Table Column,0.0,Not Present,0.0,Not Present,15.0,Table Column,0.0,Not Present,0.75,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,1.333,Table Column,0.0,Not Present,0.0,Not Present,23.333,Table Column,0.0,Not Present,0.583,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,1.0,Table Column,0.0,Not Present,0.0,Not Present,20.0,Table Column,0.0,Not Present,0.5,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,1.0,Table Column,0.0,Not Present,0.0,Not Present,10.0,Table Column,0.0,Not Present,0.5,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,0.667,Table Column,0.0,Not Present,0.0,Not Present,16.667,Table Column,0.0,Not Present,0.417,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV + BEA,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,15.0,Table Column,0.0,Not Present,0.375,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV + MFI,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,0.5,Table Column,0.0,Not Present,0.0,Not Present,7.5,Table Column,0.0,Not Present,0.375,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV + MFI,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,0.333,Table Column,0.0,Not Present,0.0,Not Present,13.333,Table Column,0.0,Not Present,0.333,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,MFI,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,0.333,Table Column,0.0,Not Present,0.0,Not Present,6.667,Table Column,0.0,Not Present,0.333,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV + MFI,Table Column,Table,4,Train
10.1039/c7dt03751a,1,Table Column,0.167,Table Column,0.0,Not Present,0.0,Not Present,11.667,Table Column,0.0,Not Present,0.292,Not on page,0.0,Not Present,10.5,Not on page,175.0,Not on page,decamethonium,Not on page,UOV + MFI,Table Column,Table,4,Train
10.1021/acs.cgd.7b01000,1,Table Column,2.333,Table Column,0.0,Not Present,0.0,Not Present,16.667,Table Column,1.667,Table Column,1.667,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,PKU-22+unknown+BEC,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,4.0,Table Column,0.0,Not Present,0.0,Not Present,25.0,Table Column,2.0,Table Column,2.5,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,BEC+R-GeO2,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,4.0,Table Column,0.0,Not Present,0.0,Not Present,15.0,Table Column,2.5,Table Column,2.5,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,PKU-22+unknown+BEC+ R-GeO2,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,4.0,Table Column,0.0,Not Present,0.0,Not Present,25.0,Table Column,2.5,Table Column,2.5,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,PKU-22+unknown,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,4.0,Table Column,0.0,Not Present,0.0,Not Present,25.0,Table Column,3.0,Table Column,2.5,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,PKU-22+unknown+ R-GeO2,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,4.0,Table Column,0.0,Not Present,0.0,Not Present,35.0,Table Column,2.5,Table Column,2.5,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,BEC+R-GeO2,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,4.0,Table Column,0.0,Not Present,0.0,Not Present,25.0,Table Column,2.5,Table Column,2.5,Table Column,0.0,Not Present,168.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,PKU-22+unknown+BEC,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,4.0,Table Column,0.0,Not Present,0.0,Not Present,25.0,Table Column,2.5,Table Column,2.5,Table Column,0.0,Not Present,336.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,PKU-22+unknown+BEC,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,4.0,Table Column,0.0,Not Present,0.0,Not Present,25.0,Table Column,2.5,Table Column,2.5,Table Column,0.0,Not Present,672.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,unknown+R-GeO2,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,9.0,Table Column,0.0,Not Present,0.0,Not Present,25.0,Table Column,5.0,Table Column,5.0,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,R-GeO2,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,9.0,Table Column,0.0,Not Present,0.0,Not Present,50.0,Table Column,5.0,Table Column,5.0,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,PKU-22+R-GeO2,Table Column,Table,3,
10.1021/acs.cgd.7b01000,0,Table Column,1.0,Table Column,0.0,Not Present,0.0,Not Present,2.5,Table Column,0.5,Table Column,0.5,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,R-GeO2,Table Column,Table,3,
10.1021/acs.cgd.7b01000,0,Table Column,1.0,Table Column,0.0,Not Present,0.0,Not Present,5.0,Table Column,0.5,Table Column,0.5,Table Column,0.0,Not Present,504.0,Table Column,175.0,Table Column,Tetraethylammonium hydroxide,Not on page,R-GeO2,Table Column,Table,3,
10.1021/acs.cgd.7b01000,1,Table Column,4.0,Table Column,0.0,Not Present,0.0,Not Present,30.0,Table Column,2.5,Table Column,2.5,Table Column,0.0,Not Present,504.0,Table Column,165.0,Table Column,Tetraethylammonium hydroxide,Not on page,PKU-22,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0.0,Not Present,0.0,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,Amorphous,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0.0,Not Present,0.16,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13+EU-1+amorphous,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0.0,Not Present,0.32,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13+EU-1,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0.0,Not Present,1.28,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0.0,Not Present,2.56,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.0,Table Column,0.0,Not Present,0.56,Table Column,0.0,Not on page,0.0,Not Present,288.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,Amorphous,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.025,Table Column,0.0,Not Present,0.56,Table Column,0.05,Not on page,0.0,Not Present,120.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13 + amorphous,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.05,Table Column,0.0,Not Present,0.56,Table Column,0.1,Not on page,0.0,Not Present,120.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13 + amorphous,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.1,Table Column,0.0,Not Present,0.56,Table Column,0.2,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13 + amorphous,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.15,Table Column,0.0,Not Present,0.56,Table Column,0.3,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.077,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,336.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,Amorphous,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.067,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,336.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,Amorphous,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.04,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,96.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.01,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.007,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.005,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,0.004,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1016/j.micromeso.2017.03.033,1,Table Column,0.05,Table Caption,1.0,Table Column,0.125,Table Column,0.0,Not Present,0.56,Table Column,0.25,Not on page,0.0,Not Present,72.0,Table Column,179.85,Table Caption,hexamethonium,Not on page,ITQ-13,Table Column,Table,3,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,18.75,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,672.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,18.75,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,840.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.5,Table Column,0.0,Not Present,0.75,Table Column,15.0,Table Column,0.75,Table Column,0.75,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.333,Table Column,0.0,Not Present,0.666,Table Column,13.33,Table Column,0.666,Table Column,0.666,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,12.5,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,168.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,12.5,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,504.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.125,Table Column,0.0,Not Present,0.562,Table Column,11.25,Table Column,0.562,Table Column,0.562,Table Column,0.0,Not Present,504.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.062,Table Column,0.0,Not Present,0.531,Table Column,10.62,Table Column,0.531,Table Column,0.531,Table Column,0.0,Not Present,840.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,9.375,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,9.375,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,6.25,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,504.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,12.5,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,672.0,Table Column,140.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,12.5,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,672.0,Table Column,150.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,12.5,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,168.0,Table Column,175.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.781,Table Column,12.5,Table Column,0.781,Table Column,0.781,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.781,Table Column,12.5,Table Column,0.781,Table Column,0.781,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.938,Table Column,12.5,Table Column,0.938,Table Column,0.938,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.938,Table Column,12.5,Table Column,0.938,Table Column,0.938,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3-methylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.5,Table Column,0.0,Not Present,0.75,Table Column,15.0,Table Column,0.75,Table Column,0.75,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,1-Methyl-3-(3-methylbenzyl)imidazolium Hydroxide,Not on page,CIT-13/MFI,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,12.5,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,1-Methyl-3-(3-methylbenzyl)imidazolium Hydroxide,Not on page,CIT-13/MFI,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.125,Table Column,0.0,Not Present,0.562,Table Column,11.25,Table Column,0.562,Table Column,0.562,Table Column,0.0,Not Present,336.0,Table Column,160.0,Table Column,1-Methyl-3-(3-methylbenzyl)imidazolium Hydroxide,Not on page,MFI,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.062,Table Column,0.0,Not Present,0.531,Table Column,10.62,Table Column,0.531,Table Column,0.531,Table Column,0.0,Not Present,672.0,Table Column,160.0,Table Column,1-Methyl-3-(3-methylbenzyl)imidazolium Hydroxide,Not on page,MFI,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.02,Table Column,0.0,Not Present,0.51,Table Column,10.2,Table Column,0.51,Table Column,0.51,Table Column,0.0,Not Present,672.0,Table Column,160.0,Table Column,1-Methyl-3-(3-methylbenzyl)imidazolium Hydroxide,Not on page,MFI,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.5,Table Column,0.0,Not Present,0.75,Table Column,15.0,Table Column,0.75,Table Column,0.75,Table Column,0.0,Not Present,504.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.25,Table Column,0.0,Not Present,0.625,Table Column,12.5,Table Column,0.625,Table Column,0.625,Table Column,0.0,Not Present,504.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
10.1021/acs.chemmater.6b02468,1,Table Column,0.125,Table Column,0.0,Not Present,0.562,Table Column,11.25,Table Column,0.562,Table Column,0.562,Table Column,0.0,Not Present,504.0,Table Column,160.0,Table Column,"1,2-Dimethyl-3-(3,5-dimethylbenzyl)imidazolium Hydroxide",Not on page,CIT-13,Table Column,Table,4,
