doi,normed,Notes,title,abstract_keywords,recipe_keywords,year,Si,Ge,F,Na,Al,H2O,OH,precursors,acid,sda1,sda2,sda3,solvent,cryst_temp,cryst_time,osda1,osda2,osda3,product1,product2,product3,training
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,175.0,5.0,"1,2,3,4,5-pentamethylimidazol-1-ium",,,STW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,175.0,7.0,"1,2,3,4,5-pentamethylimidazol-1-ium",,,STW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,175.0,16.0,"1,2,3,4,5-pentamethylimidazol-1-ium",,,dense,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,140.0,40.0,CCc1n(C)cc(C)[n+]1C,,,STW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,140.0,70.0,CCc1n(C)cc(C)[n+]1C,,,STW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,140.0,70.0,CCc1n(C)cc(C)[n+]1C,,,HPM-2,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,160.0,16.0,CCc1n(C)cc(C)[n+]1C,,,STW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,160.0,41.0,CCc1n(C)cc(C)[n+]1C,,,STW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,160.0,47.0,CCc1n(C)cc(C)[n+]1C,,,HPM-2,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,175.0,16.0,CCc1n(C)cc(C)[n+]1C,,,STW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,175.0,20.0,CCc1n(C)cc(C)[n+]1C,,,HPM-2,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,175.0,20.0,CCc1n(C)cc(C)[n+]1C,,,dense,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,140.0,80.0,CC(C)c1n(C)cc[n+]1C,,,unknown,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,140.0,74.0,CC(C)c1n(C)cc[n+]1C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,140.0,40.0,CC(C)c1n(C)cc[n+]1C,,,MTW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,160.0,28.0,CC(C)c1n(C)cc[n+]1C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,160.0,21.0,CC(C)c1n(C)cc[n+]1C,,,MTW,STF,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,160.0,41.0,CC(C)c1n(C)cc[n+]1C,,,MTW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,175.0,9.0,CC(C)c1n(C)cc[n+]1C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,175.0,21.0,CC(C)c1n(C)cc[n+]1C,,,unknown,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,175.0,32.0,CC(C)c1n(C)cc[n+]1C,,,MTW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,140.0,49.0,CCc1n(C)cc[n+]1C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,140.0,49.0,CCc1n(C)cc[n+]1C,,,amorphous,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,140.0,49.0,CCc1n(C)cc[n+]1C,,,amorphous,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,160.0,16.0,CCc1n(C)cc[n+]1C,,,STW,ITW,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,160.0,22.0,CCc1n(C)cc[n+]1C,,,ITW,MTW,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,160.0,44.0,CCc1n(C)cc[n+]1C,,,ITW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,175.0,10.0,CCc1n(C)cc[n+]1C,,,unknown,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,175.0,29.0,CCc1n(C)cc[n+]1C,,,ITW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,175.0,21.0,CCc1n(C)cc[n+]1C,,,MTW,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,140.0,19.0,CCn1cc[n+](CC)c1c2ccccc2,,,MFI,layered,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,140.0,46.0,CCn1cc[n+](CC)c1c2ccccc2,,,layered,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,140.0,55.0,CCn1cc[n+](CC)c1c2ccccc2,,,amorphous,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,160.0,49.0,CCn1cc[n+](CC)c1c2ccccc2,,,MFI,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,160.0,49.0,CCn1cc[n+](CC)c1c2ccccc2,,,MFI,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,160.0,58.0,CCn1cc[n+](CC)c1c2ccccc2,,,amorphous,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,175.0,13.0,CCn1cc[n+](CC)c1c2ccccc2,,,MFI,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,175.0,60.0,CCn1cc[n+](CC)c1c2ccccc2,,,amorphous,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,175.0,60.0,CCn1cc[n+](CC)c1c2ccccc2,,,amorphous,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,140.0,8.0,CCn1cc[n+](C)c1C(C)C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,140.0,18.0,CCn1cc[n+](C)c1C(C)C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,140.0,56.0,CCn1cc[n+](C)c1C(C)C,,,amorphous,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,160.0,6.0,CCn1cc[n+](C)c1C(C)C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,160.0,11.0,CCn1cc[n+](C)c1C(C)C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,160.0,46.0,CCn1cc[n+](C)c1C(C)C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1666666666666667,0.0,0.08333333333333333,0.0,0.0,0.6666666666666666,0.0,"TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,175.0,5.0,CCn1cc[n+](C)c1C(C)C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.7777777777777778,0.0,"TEOS, HF",0.0,0.05555555555555555,0.0,0.0,0.0,175.0,8.0,CCn1cc[n+](C)c1C(C)C,,,STF,,,True
10.1002/anie.201404076,yes,,,,,2014.0,0.0625,0.0,0.03125,0.0,0.0,0.875,0.0,"TEOS, HF",0.0,0.03125,0.0,0.0,0.0,175.0,19.0,CCn1cc[n+](C)c1C(C)C,,,dense,,,True
10.1002/anie.201404608,yes,,"An Extra‐Large‐Pore Zeolite with Intersecting 18‐, 12‐, and 10‐Membered Ring Channels","['small aromatic organic cations', 'nanjing university du', 'despite much progress']","['see table s1', 'ray powder diffraction', 'ray diffraction analysis']",2014.0,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,0.4999999999999999,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1666666666666667,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,amorphous,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.125,0.125,0.0,0.0,0.0,0.625,0.0,"GeO2, AIP, TEOS, HF",0.0,0.125,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,amorphous,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.7692307692307693,0.0,"GeO2, AIP, TEOS, HF",0.0,0.07692307692307693,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,NUD-1,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1818181818181818,0.09090909090909093,0.0,0.0,0.0,0.5454545454545455,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1818181818181818,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,amorphous,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1333333333333333,0.06666666666666668,0.0,0.0,0.0,0.6666666666666667,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1333333333333333,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,ITQ-29,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.08,0.04,0.0,0.0,0.0,0.8,0.0,"GeO2, AIP, TEOS, HF",0.0,0.08,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,ITQ-29,ITQ-17,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1923076923076923,0.03846153846153846,0.0,0.0,0.0,0.576923076923077,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1923076923076923,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,ITQ-29,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1388888888888889,0.02777777777777778,0.0,0.0,0.0,0.6944444444444444,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1388888888888889,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,ITQ-29,ITQ-17,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.0819672131147541,0.01639344262295082,0.0,0.0,0.0,0.819672131147541,0.0,"GeO2, AIP, TEOS, HF",0.0,0.0819672131147541,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,amorphous,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1111111111111111,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,ITQ-44,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1666666666666667,0.25,0.0,0.0,0.0,0.5,0.0,"GeO2, AIP, TEOS, HF",0.0,0.08333333333333333,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,ITQ-44,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.125,0.1875,0.0,0.0,0.0,0.625,0.0,"GeO2, AIP, TEOS, HF",0.0,0.0625,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,NUD-1,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.07692307692307691,0.1153846153846154,0.0,0.0,0.0,0.769230769230769,0.0,"GeO2, AIP, TEOS, HF",0.0,0.03846153846153845,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,NUD-1,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.5454545454545455,0.0,"GeO2, AIP, TEOS, HF",0.0,0.09090909090909093,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,NUD-1,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1333333333333333,0.1333333333333333,0.0,0.0,0.0,0.6666666666666667,0.0,"GeO2, AIP, TEOS, HF",0.0,0.06666666666666668,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,NUD-1,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.08,0.08,0.0,0.0,0.0,0.8,0.0,"GeO2, AIP, TEOS, HF",0.0,0.04,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,NUD-1,ITQ-17,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.2,0.1,0.0,0.0,0.0,0.6,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,ITQ-29,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1428571428571428,0.07142857142857144,0.0,0.0,0.0,0.7142857142857144,0.0,"GeO2, AIP, TEOS, HF",0.0,0.07142857142857144,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,NUD-1,ITQ-33,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.08333333333333333,0.04166666666666666,0.0,0.0,0.0,0.8333333333333334,0.0,"GeO2, AIP, TEOS, HF",0.0,0.04166666666666666,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,NUD-1,ITQ-17,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.2127659574468085,0.0425531914893617,0.0,0.0,0.0,0.6382978723404255,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1063829787234043,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,ITQ-29,ITQ-17,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1492537313432836,0.02985074626865672,0.0,0.0,0.0,0.7462686567164178,0.0,"GeO2, AIP, TEOS, HF",0.0,0.07462686567164178,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,ITQ-29,ITQ-17,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.08547008547008547,0.0170940170940171,0.0,0.0,0.0,0.8547008547008548,0.0,"GeO2, AIP, TEOS, HF",0.0,0.04273504273504274,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(4‐methyl‐benzyl)imidazolium,,,amorphous,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,0.4999999999999999,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1666666666666667,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,ITQ-33,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.125,0.125,0.0,0.0,0.0,0.625,0.0,"GeO2, AIP, TEOS, HF",0.0,0.125,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,NUD-1,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.7692307692307693,0.0,"GeO2, AIP, TEOS, HF",0.0,0.07692307692307693,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,ITQ-33,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1818181818181818,0.09090909090909093,0.0,0.0,0.0,0.5454545454545455,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1818181818181818,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,ITQ-33,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1333333333333333,0.06666666666666668,0.0,0.0,0.0,0.6666666666666667,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1333333333333333,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,ITQ-33,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.08,0.04,0.0,0.0,0.0,0.8,0.0,"GeO2, AIP, TEOS, HF",0.0,0.08,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,ITQ-33,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1923076923076923,0.03846153846153846,0.0,0.0,0.0,0.576923076923077,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1923076923076923,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,amorphous,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1388888888888889,0.02777777777777778,0.0,0.0,0.0,0.6944444444444444,0.0,"GeO2, AIP, TEOS, HF",0.0,0.1388888888888889,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,amorphous,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.0819672131147541,0.01639344262295082,0.0,0.0,0.0,0.819672131147541,0.0,"GeO2, AIP, TEOS, HF",0.0,0.0819672131147541,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,amorphous,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.5454545454545455,0.0,"GeO2, AIP, TEOS, HF",0.0,0.09090909090909093,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,NUD-1,,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.1333333333333333,0.1333333333333333,0.0,0.0,0.0,0.6666666666666667,0.0,"GeO2, AIP, TEOS, HF",0.0,0.06666666666666668,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,NUD-1,ITQ-33,,True
10.1002/anie.201404608,yes,,,,,2014.0,0.08,0.08,0.0,0.0,0.0,0.8,0.0,"GeO2, AIP, TEOS, HF",0.0,0.04,0.0,0.0,0.0,150.0,360.0,1‐methyl‐3‐(naphthalen‐2‐ylmethyl)‐imidazolium,,,amorphous,,,True
