doi,doi + link,From?,article_type,journal,publisher,Si,Si_location,Ge,Ge_location,Al,Al_location,OH,OH_location,H2O,H2O_location,HF,HF_location,SDA,SDA_location,B,B_location,Time,Time_location,Temp,Temp_location,SDA Type,SDA Type_location,Extracted,Extracted_location
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,72,Table Column,179.85,Table Caption,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.02,Table Column,0.15,Table Column,0,Not Present,0.56,Table Column,0.3,Page Text,0,Not Present,72,Table Column,179.85,Table Caption,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.077,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,336,Table Column,179.85,Table Caption,hexamethonium,Page Text,Amorphous,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.067,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,336,Table Column,179.85,Table Caption,hexamethonium,Page Text,Amorphous,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.04,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,96,Table Column,179.85,Table Caption,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.02,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,72,Table Column,179.85,Table Caption,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.01,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,72,Table Column,179.85,Table Caption,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.007,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,72,Table Column,179.85,Table Caption,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.005,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,72,Table Column,179.85,Table Caption,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,0.004,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,72,Table Column,179.85,Table Caption,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.micromeso.2017.03.033,10.1016/j.micromeso.2017.03.033,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.05,Table Caption,1,Table Column,0.125,Table Column,0,Not Present,0.56,Table Column,0.25,Page Text,0,Not Present,72,Table Column,179.85,Table Caption,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.1,Table Column,0.022,Table Column,0.138,Page Text,5.5,Page Text,0.55,Page Text,0.276,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.067,Table Column,0.021,Table Column,0.133,Page Text,5.333,Page Text,0.533,Page Text,0.266,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.05,Table Column,0.021,Table Column,0.131,Page Text,5.25,Page Text,0.525,Page Text,0.262,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.033,Table Column,0.021,Table Column,0.129,Page Text,5.167,Page Text,0.517,Page Text,0.258,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.025,Table Column,0.021,Table Column,0.128,Page Text,5.125,Page Text,0.513,Page Text,0.256,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.02,Table Column,0.02,Table Column,0.128,Page Text,5.1,Page Text,0.51,Page Text,0.256,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,Amorphous,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,1,Table Column,0.04,Table Column,0.125,Page Text,5,Page Text,0.5,Page Text,0.25,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,EU-1,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.1,Table Column,0.036,Table Column,0.138,Page Text,5.5,Page Text,0.55,Page Text,0.276,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.033,Table Column,0.034,Table Column,0.129,Page Text,5.167,Page Text,0.517,Page Text,0.258,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,Amorphous,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.033,Table Column,0.026,Table Column,0.129,Page Text,5.167,Page Text,0.517,Page Text,0.258,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.033,Table Column,0.01,Table Column,0.129,Page Text,5.167,Page Text,0.517,Page Text,0.258,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.033,Table Column,0.005,Table Column,0.129,Page Text,5.167,Page Text,0.517,Page Text,0.258,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.033,Table Column,0.003,Table Column,0.129,Page Text,5.167,Page Text,0.517,Page Text,0.258,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1016/j.jcat.2016.09.007,10.1016/j.jcat.2016.09.007,Table,journal_article,Journal of Catalysis,Elsevier BV,1,Table Column,0.033,Table Column,0.002,Table Column,0.129,Page Text,5.167,Page Text,0.517,Page Text,0.258,Page Text,0,Not Present,11,Page Text,142.5,Page Text,hexamethonium,Page Text,ITQ-13,Table Column
10.1002/chem.201602419,10.1002/chem.201602419,Table,journal_article,Chemistry – A European Journal,Wiley,1,Table Column,0.1,Table Column,0,Not Present,1.5,Page Text,0,Not Present,1.5,Page Text,1.5,Table Column,0,Not Present,360,Page Text,149.85,Page Text,1?Methyl?3?(2??methylbenzyl)imidazolium chloride,Page Text,NUD-2,Table Header
10.1002/chem.201602419,10.1002/chem.201602419,Table,journal_article,Chemistry – A European Journal,Wiley,1,Table Column,0.1,Table Column,0,Not Present,0.75,Page Text,0,Not Present,0.75,Page Text,0.75,Table Column,0,Not Present,360,Page Text,149.85,Page Text,1?Methyl?3?(2?methylbenzyl)imidazolium chloride,Page Text,NUD-2,Table Header
10.1002/chem.201602419,10.1002/chem.201602419,Table,journal_article,Chemistry – A European Journal,Wiley,1,Table Column,0.2,Table Column,0,Not Present,1,Page Text,0,Not Present,1,Page Text,1,Table Column,0,Not Present,360,Page Text,149.85,Page Text,1?Methyl?3?(2??methylbenzyl)imidazolium chloride,Page Text,NUD-2,Table Header
10.1002/chem.201602419,10.1002/chem.201602419,Table,journal_article,Chemistry – A European Journal,Wiley,1,Table Column,0.2,Table Column,0,Not Present,1,Page Text,0,Not Present,1,Page Text,1,Table Column,0,Not Present,360,Page Text,149.85,Page Text,1?Methyl?3?(2??methylbenzyl)imidazolium chloride,Page Text,NUD-2,Table Header
10.1002/chem.201602419,10.1002/chem.201602419,Table,journal_article,Chemistry – A European Journal,Wiley,1,Table Column,0.5,Table Column,0,Not Present,1,Page Text,0,Not Present,1,Page Text,1,Table Column,0,Not Present,360,Page Text,149.85,Page Text,1?Methyl?3?(2??methylbenzyl)imidazolium chloride,Page Text,NUD-2,Table Header
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,1,Table Column,0,Not Present,0,Not Present,52.5,Table Column,4,Table Column,63.2,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Amorphous,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,1,Table Column,0,Not Present,0,Not Present,112.5,Table Column,4,Table Column,63.2,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,ITH and amorphous,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,84.375,Table Column,5,Table Column,126.375,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Amorphous,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,46.875,Table Column,3.75,Table Column,46.75,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Amorphous,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,121.875,Table Column,3.75,Table Column,46.75,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,ITH,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,1.818,Table Column,0,Not Present,0,Not Present,163.636,Table Column,5.455,Table Column,68,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,ITH,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,0.4,Table Column,0,Not Present,0,Not Present,42,Table Column,1.2,Table Column,13.08,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,ITH,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,0.5,Table Column,0,Not Present,0,Not Present,45,Table Column,1.5,Table Column,18.7,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Cu-ITH and amorphous,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,0.5,Table Column,0,Not Present,0,Not Present,45,Table Column,1.5,Table Column,18.7,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Cu-ITH,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,0.5,Table Column,0,Not Present,0,Not Present,45,Table Column,1.5,Table Column,18.7,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Cu-ITH and amorphous,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,0.5,Table Column,0,Not Present,0,Not Present,45,Table Column,1.5,Table Column,18.7,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Cu-ITH and amorphous,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,0.5,Table Column,0,Not Present,0,Not Present,45,Table Column,1.5,Table Column,18.7,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Co-ITH and amorphous,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,0.5,Table Column,0,Not Present,0,Not Present,45,Table Column,1.5,Table Column,18.7,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Co-ITH and amorphous,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,0.5,Table Column,0,Not Present,0,Not Present,45,Table Column,1.5,Table Column,18.7,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Co-ITH,Table Column
10.1007/s10853-016-9799-5,10.1007/s10853-016-9799-5,Table,journal_article,Journal of Materials Science,Springer Science and Business Media LLC,1,Table Column,0.5,Table Column,0,Not Present,0,Not Present,45,Table Column,1.5,Table Column,18.7,Table Column,0,Not Present,168,Footnote,170,Footnote,TMHDA,Table Header,Co-ITH,Table Column
10.1007/s10934-015-0119-2,10.1007/s10934-015-0119-2,Table,journal_article,Journal of Porous Materials,Springer Science and Business Media LLC,1,Page Text,0.625,Table Column,0,Not Present,0,Not Present,45,Table Column,0.54,Table Column,35,Table Column,0,Not Present,48,Footnote,170,Footnote,TMEDA,Table Header,BEC,Table Column
10.1007/s10934-015-0119-2,10.1007/s10934-015-0119-2,Table,journal_article,Journal of Porous Materials,Springer Science and Business Media LLC,1,Page Text,0.625,Table Column,0,Not Present,0,Not Present,72,Table Column,0,Table Column,35,Table Column,0,Not Present,48,Footnote,170,Footnote,TMEDA,Table Header,amorphous,Table Column
10.1007/s10934-015-0119-2,10.1007/s10934-015-0119-2,Table,journal_article,Journal of Porous Materials,Springer Science and Business Media LLC,1,Page Text,0.5,Table Column,0,Not Present,0,Not Present,13.5,Table Column,0.54,Table Column,35,Table Column,0,Not Present,48,Footnote,170,Footnote,TMEDA,Table Header,AST,Table Column
10.1007/s10934-015-0119-2,10.1007/s10934-015-0119-2,Table,journal_article,Journal of Porous Materials,Springer Science and Business Media LLC,1,Page Text,0.5,Table Column,0,Not Present,0,Not Present,108,Table Column,0.54,Table Column,35,Table Column,0,Not Present,48,Footnote,170,Footnote,TMEDA,Table Header,BEC and AST,Table Column
10.1007/s10934-015-0119-2,10.1007/s10934-015-0119-2,Table,journal_article,Journal of Porous Materials,Springer Science and Business Media LLC,1,Page Text,0,Table Column,0,Not Present,0,Not Present,45,Table Column,1.77,Table Column,61,Table Column,0,Not Present,48,Footnote,170,Footnote,TMEDA,Table Header,amorphous,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,15,Table Column,0,Table Column,54.25,Table Column,0,Not Present,744,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,AST,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,30,Table Column,0,Table Column,54.25,Table Column,0,Not Present,744,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,GeO2,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,45,Table Column,0,Table Column,54.25,Table Column,0,Not Present,744,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,STW + amorphous,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,2.5,Table Column,3.75,Table Column,54.25,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,amorphous,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,18.75,Table Column,3.75,Table Column,54.25,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,STW,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,60,Table Column,3.75,Table Column,54.25,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,amorphous,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1.25,Table Column,0,Not Present,0,Not Present,112.5,Table Column,3.75,Table Column,54.25,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,MFI + amorphous,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1.538,Table Column,0,Not Present,0,Not Present,18.462,Table Column,4.615,Table Column,66.769,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,STW + GeO2,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,0.339,Table Column,0,Not Present,0,Not Present,4.068,Table Column,1.017,Table Column,14.712,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,STW + amorphous,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,0.167,Table Column,0,Not Present,0,Not Present,2,Table Column,0.5,Table Column,7.233,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,amorphous,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1,Table Column,0,Not Present,0,Not Present,9.45,Table Column,3,Table Column,21.75,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,STW + GeO2,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,1,Table Column,0,Not Present,0,Not Present,15,Table Column,3.75,Table Column,54.25,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,STW + amorphous,Table Column
10.1016/j.jssc.2014.12.031,10.1016/j.jssc.2014.12.031,Table,journal_article,Journal of Solid State Chemistry,Elsevier BV,1,Table Column,0.111,Table Column,0,Not Present,0,Not Present,34.444,Table Column,3.333,Table Column,48.222,Table Column,0,Not Present,48,Footnote,170,Footnote,"N,N-Diethylethylenediamine",Table Header,amorphous,Table Column
10.1016/j.micromeso.2012.10.004,10.1016/j.micromeso.2012.10.004,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.5,Table Column,0,Not Present,0.1,Table Column,30,Footnote,0,Not Present,0.5,Table Column,0.067,Table Column,168,Table Column,170,Table Caption,"6-azoniaspiro-[5,5]-undecane hydroxide",Page Text,Chabazite+GeO2,Table Column
10.1016/j.micromeso.2012.10.004,10.1016/j.micromeso.2012.10.004,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.5,Table Column,0,Not Present,0.1,Table Column,30,Footnote,0,Not Present,0.5,Table Column,0.067,Table Column,336,Table Column,170,Table Caption,"6-azoniaspiro-[5,5]-undecane hydroxide",Page Text,Chabazite+GeO2,Table Column
10.1016/j.micromeso.2012.10.004,10.1016/j.micromeso.2012.10.004,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.2,Table Column,0,Not Present,0.1,Table Column,30,Footnote,0,Not Present,0.5,Table Column,0.067,Table Column,168,Table Column,170,Table Caption,"6-azoniaspiro-[5,5]-undecane hydroxide",Page Text,Amorphous+GeO2,Table Column
10.1016/j.micromeso.2012.10.004,10.1016/j.micromeso.2012.10.004,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.2,Table Column,0,Not Present,0.1,Table Column,30,Footnote,0,Not Present,0.5,Table Column,0.067,Table Column,336,Table Column,170,Table Caption,"6-azoniaspiro-[5,5]-undecane hydroxide",Page Text,Amorphous+chabazite+GeO2,Table Column
10.1016/j.micromeso.2012.10.004,10.1016/j.micromeso.2012.10.004,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.2,Table Column,0,Not Present,0.1,Table Column,30,Footnote,0,Not Present,1.1,Table Column,0.2,Table Column,168,Table Column,170,Table Caption,"6-azoniaspiro-[5,5]-undecane hydroxide",Page Text,Amorphous+GeO2+chabazite,Table Column
10.1016/j.micromeso.2012.10.004,10.1016/j.micromeso.2012.10.004,Table,journal_article,Microporous and Mesoporous Materials,Elsevier BV,1,Table Column,0.2,Table Column,0,Not Present,0.1,Table Column,30,Footnote,0,Not Present,1.1,Table Column,0.2,Table Column,336,Table Column,170,Table Caption,"6-azoniaspiro-[5,5]-undecane hydroxide",Page Text,Chabazite+beta+GeO2,Table Column
